"","year","country_sector","country","sector","ecp","CO2"
"4053",1994,"Bahrain (BHR) Government final consumption P.3g","Bahrain","Government final consumption P.3g",NA,0
"4054",1994,"Bahrain (BHR) Gross fixed capital formation P.51","Bahrain","Gross fixed capital formation P.51",NA,0
"4055",1994,"Bahrain (BHR) Changes in inventories P.52","Bahrain","Changes in inventories P.52",NA,0
"4056",1994,"Bahrain (BHR) Acquisitions less disposals of valuables P.53","Bahrain","Acquisitions less disposals of valuables P.53",NA,0
"4057",1994,"Bahamas (BHS) Household final consumption P.3h","Bahamas","Household final consumption P.3h",0,325.520203382697
"4058",1994,"Bahamas (BHS) Non-profit institutions serving households P.3n","Bahamas","Non-profit institutions serving households P.3n",NA,0
"4059",1994,"Bahamas (BHS) Government final consumption P.3g","Bahamas","Government final consumption P.3g",NA,0
"4060",1994,"Bahamas (BHS) Gross fixed capital formation P.51","Bahamas","Gross fixed capital formation P.51",NA,0
"4061",1994,"Bahamas (BHS) Changes in inventories P.52","Bahamas","Changes in inventories P.52",NA,0
"4062",1994,"Bahamas (BHS) Acquisitions less disposals of valuables P.53","Bahamas","Acquisitions less disposals of valuables P.53",NA,0
"4063",1994,"Bosnia and Herzegovina (BIH) Household final consumption P.3h","Bosnia and Herzegovina","Household final consumption P.3h",0,570.17598059273
"4064",1994,"Bosnia and Herzegovina (BIH) Non-profit institutions serving households P.3n","Bosnia and Herzegovina","Non-profit institutions serving households P.3n",NA,0
"4065",1994,"Bosnia and Herzegovina (BIH) Government final consumption P.3g","Bosnia and Herzegovina","Government final consumption P.3g",NA,0
"4066",1994,"Bosnia and Herzegovina (BIH) Gross fixed capital formation P.51","Bosnia and Herzegovina","Gross fixed capital formation P.51",NA,0
"4067",1994,"Bosnia and Herzegovina (BIH) Changes in inventories P.52","Bosnia and Herzegovina","Changes in inventories P.52",NA,0
"4068",1994,"Bosnia and Herzegovina (BIH) Acquisitions less disposals of valuables P.53","Bosnia and Herzegovina","Acquisitions less disposals of valuables P.53",NA,0
"4069",1994,"Belarus (BLR) Household final consumption P.3h","Belarus","Household final consumption P.3h",0,14536.9744014342
"4070",1994,"Belarus (BLR) Non-profit institutions serving households P.3n","Belarus","Non-profit institutions serving households P.3n",NA,0
"4071",1994,"Belarus (BLR) Government final consumption P.3g","Belarus","Government final consumption P.3g",NA,0
"4072",1994,"Belarus (BLR) Gross fixed capital formation P.51","Belarus","Gross fixed capital formation P.51",NA,0
"4073",1994,"Belarus (BLR) Changes in inventories P.52","Belarus","Changes in inventories P.52",NA,0
"4074",1994,"Belarus (BLR) Acquisitions less disposals of valuables P.53","Belarus","Acquisitions less disposals of valuables P.53",NA,0
"4075",1994,"Belize (BLZ) Household final consumption P.3h","Belize","Household final consumption P.3h",0,46.2930570743055
"4076",1994,"Belize (BLZ) Non-profit institutions serving households P.3n","Belize","Non-profit institutions serving households P.3n",NA,0
"4077",1994,"Belize (BLZ) Government final consumption P.3g","Belize","Government final consumption P.3g",NA,0
"4078",1994,"Belize (BLZ) Gross fixed capital formation P.51","Belize","Gross fixed capital formation P.51",NA,0
"4079",1994,"Belize (BLZ) Changes in inventories P.52","Belize","Changes in inventories P.52",NA,0
"4080",1994,"Belize (BLZ) Acquisitions less disposals of valuables P.53","Belize","Acquisitions less disposals of valuables P.53",NA,0
"4081",1994,"Bolivia (BOL) Household final consumption P.3h","Bolivia","Household final consumption P.3h",0,1240.57166107491
"4082",1994,"Bolivia (BOL) Non-profit institutions serving households P.3n","Bolivia","Non-profit institutions serving households P.3n",NA,0
"4083",1994,"Bolivia (BOL) Government final consumption P.3g","Bolivia","Government final consumption P.3g",NA,0
"4084",1994,"Bolivia (BOL) Gross fixed capital formation P.51","Bolivia","Gross fixed capital formation P.51",NA,0
"4085",1994,"Bolivia (BOL) Changes in inventories P.52","Bolivia","Changes in inventories P.52",NA,0
"4086",1994,"Bolivia (BOL) Acquisitions less disposals of valuables P.53","Bolivia","Acquisitions less disposals of valuables P.53",NA,0
"4087",1994,"Brazil (BRA) Household final consumption P.3h","Brazil","Household final consumption P.3h",0,85669.993366708
"4088",1994,"Brazil (BRA) Non-profit institutions serving households P.3n","Brazil","Non-profit institutions serving households P.3n",NA,0
"4089",1994,"Brazil (BRA) Government final consumption P.3g","Brazil","Government final consumption P.3g",NA,0
"4090",1994,"Brazil (BRA) Gross fixed capital formation P.51","Brazil","Gross fixed capital formation P.51",NA,0
"4091",1994,"Brazil (BRA) Changes in inventories P.52","Brazil","Changes in inventories P.52",NA,0
"4092",1994,"Brazil (BRA) Acquisitions less disposals of valuables P.53","Brazil","Acquisitions less disposals of valuables P.53",NA,0
"4093",1994,"Brunei Darussalam (BRN) Household final consumption P.3h","Brunei Darussalam","Household final consumption P.3h",0,492.60491393137
"4094",1994,"Brunei Darussalam (BRN) Non-profit institutions serving households P.3n","Brunei Darussalam","Non-profit institutions serving households P.3n",NA,0
"4095",1994,"Brunei Darussalam (BRN) Government final consumption P.3g","Brunei Darussalam","Government final consumption P.3g",NA,0
"4096",1994,"Brunei Darussalam (BRN) Gross fixed capital formation P.51","Brunei Darussalam","Gross fixed capital formation P.51",NA,0
"4097",1994,"Brunei Darussalam (BRN) Changes in inventories P.52","Brunei Darussalam","Changes in inventories P.52",NA,0
"4098",1994,"Brunei Darussalam (BRN) Acquisitions less disposals of valuables P.53","Brunei Darussalam","Acquisitions less disposals of valuables P.53",NA,0
"4099",1994,"Bhutan (BTN) Household final consumption P.3h","Bhutan","Household final consumption P.3h",0,19.8113100808517
"4100",1994,"Bhutan (BTN) Non-profit institutions serving households P.3n","Bhutan","Non-profit institutions serving households P.3n",NA,0
"4101",1994,"Bhutan (BTN) Government final consumption P.3g","Bhutan","Government final consumption P.3g",NA,0
"4102",1994,"Bhutan (BTN) Gross fixed capital formation P.51","Bhutan","Gross fixed capital formation P.51",NA,0
"4103",1994,"Bhutan (BTN) Changes in inventories P.52","Bhutan","Changes in inventories P.52",NA,0
"4104",1994,"Bhutan (BTN) Acquisitions less disposals of valuables P.53","Bhutan","Acquisitions less disposals of valuables P.53",NA,0
"4105",1994,"Botswana (BWA) Household final consumption P.3h","Botswana","Household final consumption P.3h",0,453.459455615678
"4106",1994,"Botswana (BWA) Non-profit institutions serving households P.3n","Botswana","Non-profit institutions serving households P.3n",NA,0
"4107",1994,"Botswana (BWA) Government final consumption P.3g","Botswana","Government final consumption P.3g",NA,0
"4108",1994,"Botswana (BWA) Gross fixed capital formation P.51","Botswana","Gross fixed capital formation P.51",NA,0
"4109",1994,"Botswana (BWA) Changes in inventories P.52","Botswana","Changes in inventories P.52",NA,0
"4110",1994,"Botswana (BWA) Acquisitions less disposals of valuables P.53","Botswana","Acquisitions less disposals of valuables P.53",NA,0
"4111",1994,"Central African Republic (CAF) Household final consumption P.3h","Central African Republic","Household final consumption P.3h",0,78.7403327743558
"4112",1994,"Central African Republic (CAF) Non-profit institutions serving households P.3n","Central African Republic","Non-profit institutions serving households P.3n",NA,0
"4113",1994,"Central African Republic (CAF) Government final consumption P.3g","Central African Republic","Government final consumption P.3g",NA,0
"4114",1994,"Central African Republic (CAF) Gross fixed capital formation P.51","Central African Republic","Gross fixed capital formation P.51",NA,0
"4115",1994,"Central African Republic (CAF) Changes in inventories P.52","Central African Republic","Changes in inventories P.52",NA,0
"4116",1994,"Central African Republic (CAF) Acquisitions less disposals of valuables P.53","Central African Republic","Acquisitions less disposals of valuables P.53",NA,0
"4117",1994,"Canada (CAN) Household final consumption P.3h","Canada","Household final consumption P.3h",0,143770.726762164
"4118",1994,"Canada (CAN) Non-profit institutions serving households P.3n","Canada","Non-profit institutions serving households P.3n",NA,0
"4119",1994,"Canada (CAN) Government final consumption P.3g","Canada","Government final consumption P.3g",NA,0
"4120",1994,"Canada (CAN) Gross fixed capital formation P.51","Canada","Gross fixed capital formation P.51",NA,0
"4121",1994,"Canada (CAN) Changes in inventories P.52","Canada","Changes in inventories P.52",NA,0
"4122",1994,"Canada (CAN) Acquisitions less disposals of valuables P.53","Canada","Acquisitions less disposals of valuables P.53",NA,0
"4123",1994,"Switzerland (CHE) Household final consumption P.3h","Switzerland","Household final consumption P.3h",0,27001.9911120576
"4124",1994,"Switzerland (CHE) Non-profit institutions serving households P.3n","Switzerland","Non-profit institutions serving households P.3n",NA,0
"4125",1994,"Switzerland (CHE) Government final consumption P.3g","Switzerland","Government final consumption P.3g",NA,0
"4126",1994,"Switzerland (CHE) Gross fixed capital formation P.51","Switzerland","Gross fixed capital formation P.51",NA,0
"4127",1994,"Switzerland (CHE) Changes in inventories P.52","Switzerland","Changes in inventories P.52",NA,0
"4128",1994,"Switzerland (CHE) Acquisitions less disposals of valuables P.53","Switzerland","Acquisitions less disposals of valuables P.53",NA,0
"4129",1994,"Chile (CHL) Household final consumption P.3h","Chile","Household final consumption P.3h",0,9913.77766698246
"4130",1994,"Chile (CHL) Non-profit institutions serving households P.3n","Chile","Non-profit institutions serving households P.3n",NA,0
"4131",1994,"Chile (CHL) Government final consumption P.3g","Chile","Government final consumption P.3g",NA,0
"4132",1994,"Chile (CHL) Gross fixed capital formation P.51","Chile","Gross fixed capital formation P.51",NA,0
"4133",1994,"Chile (CHL) Changes in inventories P.52","Chile","Changes in inventories P.52",NA,0
"4134",1994,"Chile (CHL) Acquisitions less disposals of valuables P.53","Chile","Acquisitions less disposals of valuables P.53",NA,0
"4135",1994,"China (CHN) Household final consumption P.3h","China","Household final consumption P.3h",0,479130.950585233
"4136",1994,"China (CHN) Non-profit institutions serving households P.3n","China","Non-profit institutions serving households P.3n",NA,0
"4137",1994,"China (CHN) Government final consumption P.3g","China","Government final consumption P.3g",NA,0
"4138",1994,"China (CHN) Gross fixed capital formation P.51","China","Gross fixed capital formation P.51",NA,0
"4139",1994,"China (CHN) Changes in inventories P.52","China","Changes in inventories P.52",NA,0
"4140",1994,"China (CHN) Acquisitions less disposals of valuables P.53","China","Acquisitions less disposals of valuables P.53",NA,0
"4141",1994,"Cote d'Ivoire (CIV) Household final consumption P.3h","Cote d'Ivoire","Household final consumption P.3h",0,795.156176395649
"4142",1994,"Cote d'Ivoire (CIV) Non-profit institutions serving households P.3n","Cote d'Ivoire","Non-profit institutions serving households P.3n",NA,0
"4143",1994,"Cote d'Ivoire (CIV) Government final consumption P.3g","Cote d'Ivoire","Government final consumption P.3g",NA,0
"4144",1994,"Cote d'Ivoire (CIV) Gross fixed capital formation P.51","Cote d'Ivoire","Gross fixed capital formation P.51",NA,0
"4145",1994,"Cote d'Ivoire (CIV) Changes in inventories P.52","Cote d'Ivoire","Changes in inventories P.52",NA,0
"4146",1994,"Cote d'Ivoire (CIV) Acquisitions less disposals of valuables P.53","Cote d'Ivoire","Acquisitions less disposals of valuables P.53",NA,0
"4147",1994,"Cameroon (CMR) Household final consumption P.3h","Cameroon","Household final consumption P.3h",0,1684.92222447653
"4148",1994,"Cameroon (CMR) Non-profit institutions serving households P.3n","Cameroon","Non-profit institutions serving households P.3n",NA,0
"4149",1994,"Cameroon (CMR) Government final consumption P.3g","Cameroon","Government final consumption P.3g",NA,0
"4150",1994,"Cameroon (CMR) Gross fixed capital formation P.51","Cameroon","Gross fixed capital formation P.51",NA,0
"4151",1994,"Cameroon (CMR) Changes in inventories P.52","Cameroon","Changes in inventories P.52",NA,0
"4152",1994,"Cameroon (CMR) Acquisitions less disposals of valuables P.53","Cameroon","Acquisitions less disposals of valuables P.53",NA,0
"4153",1994,"DR Congo (COD) Household final consumption P.3h","DR Congo","Household final consumption P.3h",0,296.013723399546
"4154",1994,"DR Congo (COD) Non-profit institutions serving households P.3n","DR Congo","Non-profit institutions serving households P.3n",NA,0
"4155",1994,"DR Congo (COD) Government final consumption P.3g","DR Congo","Government final consumption P.3g",NA,0
"4156",1994,"DR Congo (COD) Gross fixed capital formation P.51","DR Congo","Gross fixed capital formation P.51",NA,0
"4157",1994,"DR Congo (COD) Changes in inventories P.52","DR Congo","Changes in inventories P.52",NA,0
"4158",1994,"DR Congo (COD) Acquisitions less disposals of valuables P.53","DR Congo","Acquisitions less disposals of valuables P.53",NA,0
"4159",1994,"Rep Congo (COG) Household final consumption P.3h","Rep Congo","Household final consumption P.3h",0,226.642100036988
"4160",1994,"Rep Congo (COG) Non-profit institutions serving households P.3n","Rep Congo","Non-profit institutions serving households P.3n",NA,0
"4161",1994,"Rep Congo (COG) Government final consumption P.3g","Rep Congo","Government final consumption P.3g",NA,0
"4162",1994,"Rep Congo (COG) Gross fixed capital formation P.51","Rep Congo","Gross fixed capital formation P.51",NA,0
"4163",1994,"Rep Congo (COG) Changes in inventories P.52","Rep Congo","Changes in inventories P.52",NA,0
"4164",1994,"Rep Congo (COG) Acquisitions less disposals of valuables P.53","Rep Congo","Acquisitions less disposals of valuables P.53",NA,0
